"ID","Handle","Command","Title","Body HTML","Vendor","Type","Tags","Tags Command","Created At","Updated At","Published","Published At","Published Scope","Template Suffix","URL","Row #","Top Row","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Position","Variant SKU","Variant Barcode","Variant Image","Variant Weight","Variant Weight Unit","Variant Price","Variant Compare At Price","Variant Cost","Variant Taxable","Variant Tax Code","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Requires Shipping","Variant Inventory Qty","Variant Inventory Adjust"
"10058654343","barris-ottoman","UPDATE","Barris Ottoman","<p>An essential complement to a wonderfully livable living room, the Barris ottoman is traditional style with newfound flair. Its indulgently soft and light linen-weave upholstery incorporates a fresh, modern sensibility that feels right at home.</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>30” W x 23” D x 20” H</span></p>","Ashley","ottomans","color-brown, Exclusive_Neha_10, material-fabric, ottoman, style-contemporary, under-1000, under-1500, under-2000","REPLACE","2017-03-11T01:32:58-05:00","2020-02-01T11:12:13-05:00","false","","web","","https://www.jenniferfurniture.com/products/barris-ottoman","1","true","16721939595354","16461042090074","MERGE","Title","Default Title","","","","","1","3350314","024052356175","","1.0","g","299.99","399.99","","true","","","deny","manual","true","",""
"10058664967","barris-chair","UPDATE","Barris Chair","<p>Barris chair gives stately elegance a sense of newfound flair. Its richly detailed exposed frame and scrolled, rolled arms are hallmarks of traditional style—while the indulgently soft and light linen-weave upholstery is a refreshing twist. The result is a decidedly classic look with the modern comfort and ease you crave.</p>
<p><strong>DIMENSIONS</strong></p>
<p><span> 42” W x 38” D x 38” H</span></p>","Ashley","chairs","chair, color-brown, Exclusive_Neha_10, material-fabric, style-contemporary, under-1000, under-1500, under-2000","REPLACE","2017-03-11T01:35:07-05:00","2020-02-01T11:12:14-05:00","false","","web","","https://www.jenniferfurniture.com/products/barris-chair","2","true","16721940840538","16461042122842","MERGE","Title","Default Title","","","","","1","3350320","024052356182","","1.0","g","499.99","599.99","","true","","","deny","manual","true","",""
"10058678215","barris-queen-sofa-sleeper","UPDATE","Barris Queen Sofa Sleeper","<p>Barris sofa sleeper gives stately elegance a sense of newfound flair. Its richly detailed exposed frame and scrolled, rolled arms are hallmarks of traditional style—while the indulgently soft and light linen-weave upholstery is a refreshing twist. The result is a decidedly classic look with the modern comfort and ease you crave. Pull-out queen-size mattress made of quality memory foam accommodates overnight guests.</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>89” W x 38” D x 38” H</span></p>","Ashley","sofas","Ashley, sofas","REPLACE","2017-03-11T01:38:09-05:00","2020-02-01T11:12:15-05:00","false","","web","","https://www.jenniferfurniture.com/products/barris-queen-sofa-sleeper","3","true","16721940938842","16461042221146","MERGE","Title","Default Title","","","","","1","3350339","24052356212","","1.0","g","899.99","","","true","","","deny","manual","true","",""
"10058723527","barris-sofa-loveseat","UPDATE","Barris Sofa & Loveseat","<p>Barris Sofa and Loveseat gives stately elegance a sense of newfound flair. Its richly detailed exposed frame and scrolled, rolled arms are hallmarks of traditional style — while the indulgently soft and light linen-weave upholstery is a refreshing twist. The result is a decidedly classic look with the modern comfort and ease you crave.</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>Sofa - 89” W x 38” D x 38” H</span></p>
<p><span>Loveseat - 65” W x 38” D x 38” H</span></p>","Ashley","DISCONTINUED","color-brown, Exclusive_Neha_10, material-fabric, style-contemporary, under-1000, under-1500, under-2000","REPLACE","2017-03-11T01:55:56-05:00","2020-02-01T11:12:17-05:00","false","","web","","https://www.jenniferfurniture.com/products/barris-sofa-loveseat","4","true","16721941266522","16461044318298","MERGE","Title","Default Title","","","","","1","3350338 + 3350335","024052356205 +024052356199","","2.0","g","1199.99","1399.99","","true","","","deny","manual","true","",""
"10058720711","barris-sofa-chair","UPDATE","Barris Sofa & Chair","<p>Barris sofa and chair gives stately elegance a sense of newfound flair. Its richly detailed exposed frame and scrolled, rolled arms are hallmarks of traditional style—while the indulgently soft and light linen-weave upholstery is a refreshing twist. The result is a decidedly classic look with the modern comfort and ease you crave.</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>Sofa - 89” W x 38” D x 38” H</span></p>
<p><span>Chair - 42” W x 38” D x 38” H</span></p>","Ashley","DISCONTINUED","color-brown, Exclusive_Neha_10, material-fabric, style-contemporary, under-1000, under-1500, under-2000","REPLACE","2017-03-11T01:54:15-05:00","2020-02-01T11:12:16-05:00","false","","web","","https://www.jenniferfurniture.com/products/barris-sofa-chair","5","true","16721941037146","16461044285530","MERGE","Title","Default Title","","","","","1","3350338 + 3350320","024052356205 +024052356182","","2.0","g","1099.99","1299.99","","true","","","deny","manual","true","",""
"10058670663","barris-loveseat","UPDATE","Barris Loveseat","<p>Barris loveseat gives stately elegance a sense of newfound flair. Its richly detailed exposed frame and scrolled, rolled arms are hallmarks of traditional style—while the indulgently soft and light linen-weave upholstery is a refreshing twist. The result is a decidedly classic look with the modern comfort and ease you crave.</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>65” W x 38” D x 38” H</span></p>","Ashley","loveseats","chair, color-brown, Exclusive_Neha_10, material-fabric, style-contemporary, under-1000, under-1500, under-2000","REPLACE","2017-03-11T01:36:17-05:00","2020-02-01T11:12:15-05:00","false","","web","","https://www.jenniferfurniture.com/products/barris-loveseat","6","true","16721940873306","16461042155610","MERGE","Title","Default Title","","","","","1","3350335","024052356199","","1.0","g","599.99","699.99","","true","","","deny","manual","true","",""
"195629383699","barrish-sofa","UPDATE","Barris Sofa","The natural appeal of the Barris sofa is endearing. Toss pillows with brown tones and slate gray are reminiscent of stone. Complemented by solid graphite color pillows, ample scale and deep seating provide plenty of room to take a break and stretch out. You won’t be able to stop rubbing your hand against the soft chenille texture of the tan upholstery. <br><br><strong>DIMENSIONS</strong><br><br>91” W x 40” D x 40” H","Ashley","DISCONTINUED","02.05.2018, chenille, color-brown, color-gray, color-stone, color-tan, Exclusive_Neha_10, material-slate, under-1000, under-1500, under-2000, under-2500, width-85-95","REPLACE","2018-02-16T06:56:10-05:00","2020-02-01T11:12:18-05:00","false","","web","","https://www.jenniferfurniture.com/products/barrish-sofa","7","true","1237925232659","1240331714579","MERGE","Color","Sisal","","","","","1","4850138","24052334760","https://cdn.shopify.com/s/files/1/1101/6302/products/48501-38-SW.jpg?v=1571308513","1.0","g","599.99","899.99","","true","","","deny","manual","true","",""
"195629514771","barrish-chair-and-a-half","UPDATE","Barrish  Chair and a Half","The natural appeal of the Barrish chair and a half is endearing. Spacious seating and a plump back cushion provide plenty of room to take a break and get comfortable. You won’t be able to stop rubbing your hand against the soft chenille texture of the tan upholstery. <br><br><strong>DIMENSIONS</strong><br><br>51” W x 40” D x 40” H","Ashley","Chairs","02.05.2018, chair, chenille, color-sisal, color-tan, Exclusive_Neha_10, size-chair, under-1000, under-1500, under-2000, under-2500, width-45-55","REPLACE","2018-02-16T06:56:13-05:00","2020-02-01T11:12:18-05:00","false","","web","","https://www.jenniferfurniture.com/products/barrish-chair-and-a-half","8","true","1237925363731","1240331845651","MERGE","Color","Sisal","","","","","1","4850123","24052334746","https://cdn.shopify.com/s/files/1/1101/6302/products/48501-23-SW.jpg?v=1571308513","1.0","g","599.99","799.99","","true","","","deny","manual","true","",""
"213192835091","blackwood-queen-sofa-sleeper","UPDATE","Blackwood  Queen Sofa Sleeper","<p>Blackwood sofa sleeper gives stately elegance a sense of newfound flair. Its richly detailed exposed frame and scrolled, rolled arms are hallmarks of traditional style—while the indulgently soft and light linen-weave upholstery is a refreshing twist. The result is a decidedly classic look with the modern comfort and ease you crave. Pull-out queen-size mattress made of quality memory foam accommodates overnight guests.</p>
<p> </p>
<p><strong>Dimensions</strong></p>
<p><span>90"" W x 38"" D x 37"" H</span></p>
<p> </p>
<p><strong>In Home Delivery</strong></p>
<p>As Fast As 2-3 Weeks!</p>
<p>*Subject to stock availability and verification. After purchase we will arrange delivery date and confirm the order</p>","Ashley","Sofa Sleeper","Ashley, Sofa Sleeper, taupe","REPLACE","2018-03-06T10:12:39-05:00","2020-01-18T03:59:56-05:00","true","2018-04-20T11:54:42-04:00","global","","https://www.jenniferfurniture.com/products/blackwood-queen-sofa-sleeper","9","true","1319993147411","1315613179923","MERGE","Color","Taupe","","","","","1","3350339","24052356212","","1.0","g","822.99","","","true","","","deny","manual","true","",""
"213192867859","blackwood-sofa","UPDATE","Blackwood  Sofa","Blackwood sofa gives stately elegance a sense of newfound flair. Its richly detailed exposed frame and scrolled, rolled arms are hallmarks of traditional style—while the indulgently soft and light linen-weave upholstery is a refreshing twist. The result is a decidedly classic look with the modern comfort and ease you crave.
<p><strong>In Home Delivery</strong></p>
<p>As Fast As 2-3 Weeks!</p>
<p>*Subject to stock availability and verification. After purchase we will arrange delivery date and confirm the order</p>","Ashley","Sofa Sleeper","color-black, Exclusive_Neha_10, feature-light, material-wood, quick-ship, SJMD, sleepers, style-classic, under-2500","REPLACE","2018-03-06T10:12:42-05:00","2020-01-18T03:59:56-05:00","true","2018-04-20T11:54:42-04:00","global","","https://www.jenniferfurniture.com/products/blackwood-sofa","10","true","1319993180179","1315613212691","MERGE","Color","Taupe","","","","","1","3350338","24052356205","https://cdn.shopify.com/s/files/1/1101/6302/products/33503-38-SW.jpg?v=1571308627","1.0","g","448.0","999.99","","true","","","deny","manual","true","",""
"213192900627","blackwood-loveseat","UPDATE","Blackwood  Loveseat","Blackwood loveseat gives stately elegance a sense of newfound flair. Its richly detailed exposed frame and scrolled, rolled arms are hallmarks of traditional style—while the indulgently soft and light linen-weave upholstery is a refreshing twist. The result is a decidedly classic look with the modern comfort and ease you crave.
<p><strong>In Home Delivery</strong></p>
<p>As Fast As 2-3 Weeks!</p>
<p>*Subject to stock availability and verification. After purchase we will arrange delivery date and confirm the order</p>","Ashley","loveseats","color-black, Exclusive_Neha_10, feature-light, loveseats, material-wood, quick-ship, size-king, size-twin, SJMD, sleepers, style-classic, style-loveseat, under-2500","REPLACE","2018-03-06T10:12:46-05:00","2020-01-19T16:09:23-05:00","true","2018-04-20T11:54:41-04:00","global","","https://www.jenniferfurniture.com/products/blackwood-loveseat","11","true","1319993212947","1315613245459","MERGE","Color","Taupe","","","","","1","3350335","24052356199","https://cdn.shopify.com/s/files/1/1101/6302/products/33503-35-SW.jpg?v=1571308628","1.0","g","428.0","899.99","","true","","","deny","manual","true","",""
"213192933395","blackwood-chair","UPDATE","Blackwood  Chair","Blackwood chair gives stately elegance a sense of newfound flair. Its richly detailed exposed frame and scrolled, rolled arms are hallmarks of traditional style—while the indulgently soft and light linen-weave upholstery is a refreshing twist. The result is a decidedly classic look with the modern comfort and ease you crave.
<p><strong>In Home Delivery</strong></p>
<p>As Fast As 2-3 Weeks!</p>
<p>*Subject to stock availability and verification. After purchase we will arrange delivery date and confirm the order</p>","Ashley","sofa chairs","chair, color-black, Exclusive_Neha_10, feature-light, material-wood, quick-ship, SJMD, style-classic, under-2500","REPLACE","2018-03-06T10:12:49-05:00","2020-01-18T03:59:56-05:00","true","2018-04-20T11:54:41-04:00","global","","https://www.jenniferfurniture.com/products/blackwood-chair","12","true","1319993245715","1315613278227","MERGE","Color","Taupe","","","","","1","3350320","24052356182","https://cdn.shopify.com/s/files/1/1101/6302/products/33503-20-SW.jpg?v=1571308628","1.0","g","582.99","799.99","","true","","","deny","manual","true","",""
"213192966163","blackwood-ottoman","UPDATE","Blackwood  Ottoman","An essential complement to a wonderfully livable living room, the Blackwood ottoman is traditional style with newfound flair. Its indulgently soft and light linen-weave upholstery incorporates a fresh, modern sensibility that feels right at home
<p><strong>In Home Delivery</strong></p>
<p>As Fast As 2-3 Weeks!</p>
<p>*Subject to stock availability and verification. After purchase we will arrange delivery date and confirm the order</p>","Ashley","Sofa Sleeper","color-black, Exclusive_Neha_10, feature-light, material-wood, ottoman, quick-ship, SJMD, sleepers, under-2500","REPLACE","2018-03-06T10:12:50-05:00","2020-01-18T03:59:56-05:00","true","2018-04-20T11:54:41-04:00","global","","https://www.jenniferfurniture.com/products/blackwood-ottoman","13","true","1319993278483","1315613310995","MERGE","Color","Taupe","","","","","1","3350314","24052356175","https://cdn.shopify.com/s/files/1/1101/6302/products/33503-14-SW.jpg?v=1571308628","1.0","g","262.99","499.99","","true","","","deny","manual","true","",""
"1569299005530","barrish-ottoman","UPDATE","Barrish  Ottoman","The natural appeal of the Barrish ottoman is endearing. Long length and neutral color are perfect for accessorizing. The soft chenille texture of the tan upholstery seals the deal. <br><br><strong>DIMENSIONS</strong><br><br>44” W x 24” D x 19” H","Ashley","Ottomans","10.30.2018, barrish, chenille, collections, color-tan, deal, Exclusive_Neha_10, ottomans, under-1000, under-1500, under-2000, under-2500, under-500, width-35-45","REPLACE","2018-11-15T02:58:16-05:00","2020-02-01T11:12:20-05:00","false","","web","","https://www.jenniferfurniture.com/products/barrish-ottoman","14","true","15574390538330","15419344617562","MERGE","Color","Sisal","","","","","1","4850114","24052334739","https://cdn.shopify.com/s/files/1/1101/6302/products/48501-14-SW.jpg?v=1571314310","1.0","g","299.99","419.98","","true","","","deny","manual","true","",""
"1569298972762","barrish-loveseat","UPDATE","Barrish Loveseat","The natural appeal of the Barrish loveseat is endearing. Toss pillows with brown tones and slate gray are reminiscent of stone. Complemented by solid graphite color pillows, deep seating provides plenty of room to take a break and stretch out. You won’t be able to stop rubbing your hand against the soft chenille texture of the tan upholstery. <br><br><strong>DIMENSIONS</strong><br><br>69” W x 40” D x 40” H","Ashley","Loveseats","10.30.2018, barrish, chenille, collections, color-brown, color-gray, color-stone, color-tan, Exclusive_Neha_10, loveseats, material-slate, under-1000, under-1500, under-2000, under-2500, width-65-75","REPLACE","2018-11-15T02:58:15-05:00","2020-02-01T11:12:19-05:00","false","","web","","https://www.jenniferfurniture.com/products/barrish-loveseat","15","true","15574390505562","15419344584794","MERGE","Color","Sisal","","","","","1","4850135","24052334753","https://cdn.shopify.com/s/files/1/1101/6302/products/48501-35-SW.jpg?v=1571314310","1.0","g","599.99","839.98","","true","","","deny","manual","true","",""
