"ID","Handle","Command","Title","Vendor","Type","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644502855","36208218375","MERGE","Material","Microfiber","Color","White","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503047","36208218439","MERGE","Material","Microfiber","Color","Cream","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503111","36208218503","MERGE","Material","Microfiber","Color","Gray","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503175","36208218567","MERGE","Material","Microfiber","Color","Brown","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503239","36208218631","MERGE","Material","Microfiber","Color","Red","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503367","36208218695","MERGE","Material","Microfiber","Color","Blue","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503431","36208218759","MERGE","Material","Microfiber","Color","Black","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503495","36208218823","MERGE","Material","Cotton","Color","White","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503559","36208218887","MERGE","Material","Cotton","Color","Cream","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503623","36208219015","MERGE","Material","Cotton","Color","Gray","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503687","36208219079","MERGE","Material","Cotton","Color","Brown","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503751","36208219143","MERGE","Material","Cotton","Color","Red","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503815","36208219207","MERGE","Material","Cotton","Color","Blue","Sleeper","No Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503879","36208219271","MERGE","Material","Microfiber","Color","White","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644503943","36208219335","MERGE","Material","Microfiber","Color","Cream","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504007","36208219399","MERGE","Material","Microfiber","Color","Gray","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504071","36208219463","MERGE","Material","Microfiber","Color","Brown","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504135","36208219527","MERGE","Material","Microfiber","Color","Red","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504199","36208219591","MERGE","Material","Microfiber","Color","Blue","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504263","36208219655","MERGE","Material","Microfiber","Color","Black","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504327","36208219719","MERGE","Material","Cotton","Color","White","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504391","36208219783","MERGE","Material","Cotton","Color","Cream","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504455","36208219847","MERGE","Material","Cotton","Color","Gray","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504519","36208219911","MERGE","Material","Cotton","Color","Brown","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504583","36208219975","MERGE","Material","Cotton","Color","Red","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504647","36208220039","MERGE","Material","Cotton","Color","Blue","Sleeper","Innerspring Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504775","36208220103","MERGE","Material","Microfiber","Color","White","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504903","36208220167","MERGE","Material","Microfiber","Color","Cream","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644504967","36208220231","MERGE","Material","Microfiber","Color","Gray","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505031","36208220295","MERGE","Material","Microfiber","Color","Brown","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505095","36208220359","MERGE","Material","Microfiber","Color","Red","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505159","36208220423","MERGE","Material","Microfiber","Color","Blue","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505223","36208220487","MERGE","Material","Microfiber","Color","Black","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505287","36208220551","MERGE","Material","Cotton","Color","White","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505351","36208220615","MERGE","Material","Cotton","Color","Cream","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505415","36208220679","MERGE","Material","Cotton","Color","Gray","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505479","36208220743","MERGE","Material","Cotton","Color","Brown","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505543","36208220807","MERGE","Material","Cotton","Color","Red","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505607","36208220871","MERGE","Material","Cotton","Color","Blue","Sleeper","Memory Foam Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505671","36208220935","MERGE","Material","Microfiber","Color","White","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505735","36208220999","MERGE","Material","Microfiber","Color","Cream","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505799","36208221063","MERGE","Material","Microfiber","Color","Gray","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505863","36208221127","MERGE","Material","Microfiber","Color","Brown","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505927","36208221191","MERGE","Material","Microfiber","Color","Red","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644505991","36208221255","MERGE","Material","Microfiber","Color","Blue","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644506055","36208221383","MERGE","Material","Microfiber","Color","Black","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644506119","36208221447","MERGE","Material","Cotton","Color","White","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644506183","36208221511","MERGE","Material","Cotton","Color","Cream","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644506247","36208221575","MERGE","Material","Cotton","Color","Gray","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644506311","36208221639","MERGE","Material","Cotton","Color","Brown","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644506375","36208221703","MERGE","Material","Cotton","Color","Red","Sleeper","Aircoil Twin Sleeper"
"5826442887","tilly-loveseat","UPDATE","Tilly Loveseat","Klaussner","loveseats-sale","25644506439","36208221767","MERGE","Material","Cotton","Color","Blue","Sleeper","Aircoil Twin Sleeper"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","24055393415","34595720135","MERGE","Material","Fabric","Configuration","Left Facing Corner Sofa","Sleeper","No Sleeper"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","24055393479","34595720199","MERGE","Material","Fabric","Configuration","Left Facing Corner Sofa","Sleeper","Dreamquest Innerspring Full Mattress"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","24055393543","34595720263","MERGE","Material","Fabric","Configuration","Left Facing Corner Sofa","Sleeper","Enso Memory Foam Full Mattress"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","24055393607","34595720327","MERGE","Material","Fabric","Configuration","Left Facing Corner Sofa","Sleeper","Aircoil Full Sleeper"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","24055393671","34595720391","MERGE","Material","Fabric","Configuration","Right Facing Corner Sofa","Sleeper","No Sleeper"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","24055393735","34595720455","MERGE","Material","Fabric","Configuration","Right Facing Corner Sofa","Sleeper","Dreamquest Innerspring Full Mattress"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","24055393799","34595720519","MERGE","Material","Fabric","Configuration","Right Facing Corner Sofa","Sleeper","Enso Memory Foam Full Mattress"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","24055393863","34595720583","MERGE","Material","Fabric","Configuration","Right Facing Corner Sofa","Sleeper","Aircoil Full Sleeper"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","16263374209114","16060826386522","MERGE","Material","Leather","Configuration","Left Facing Corner Sofa","Sleeper","No Sleeper"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","16263376240730","16060827992154","MERGE","Material","Leather","Configuration","Left Facing Corner Sofa","Sleeper","Dreamquest Innerspring Full Mattress"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","16263376601178","16060828024922","MERGE","Material","Leather","Configuration","Left Facing Corner Sofa","Sleeper","Enso Memory Foam Full Mattress"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","16263447511130","16060884025434","MERGE","Material","Leather","Configuration","Left Facing Corner Sofa with FREE Storage Ottoman","Sleeper","No Sleeper"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","16263380533338","16060830384218","MERGE","Material","Leather","Configuration","Right Facing Corner Sofa","Sleeper","No Sleeper"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","16263380697178","16060830449754","MERGE","Material","Leather","Configuration","Right Facing Corner Sofa","Sleeper","Dreamquest Innerspring Full Mattress"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","16263380729946","16060830580826","MERGE","Material","Leather","Configuration","Right Facing Corner Sofa","Sleeper","Enso Memory Foam Full Mattress"
"5826791559","chandler-2-piece-sectional","UPDATE","Chandler 2-Piece Sectional","Klaussner","sectionals-sale","16263451312218","16060886548570","MERGE","Material","Leather","Configuration","Right Facing Corner Sofa with FREE Ottoman","Sleeper","No Sleeper"
"6377340423","kahuna-sectional","UPDATE","Kahuna Sectional","Mstar","sectionals-sale","24021095943","34560213255","MERGE","Sleeper","No Sleeper + Bonus: *Free* Ottoman","Sectional Configuration","Right Arm Facing Chaise","",""
"6377340423","kahuna-sectional","UPDATE","Kahuna Sectional","Mstar","sectionals-sale","12190080794738","12137565126770","MERGE","Sleeper","No Sleeper + Bonus: *Free* Ottoman","Sectional Configuration","Left Arm Facing Chaise","",""
"6377340423","kahuna-sectional","UPDATE","Kahuna Sectional","Mstar","sectionals-sale","12190080696434","12137565028466","MERGE","Sleeper","Innerspring Full Sleeper","Sectional Configuration","Right Arm Facing Chaise","",""
"6377340423","kahuna-sectional","UPDATE","Kahuna Sectional","Mstar","sectionals-sale","12190080827506","12137565159538","MERGE","Sleeper","Innerspring Full Sleeper","Sectional Configuration","Left Arm Facing Chaise","",""
"6377340423","kahuna-sectional","UPDATE","Kahuna Sectional","Mstar","sectionals-sale","12190080729202","12137565061234","MERGE","Sleeper","Memory Foam Full Sleeper","Sectional Configuration","Right Arm Facing Chaise","",""
"6377340423","kahuna-sectional","UPDATE","Kahuna Sectional","Mstar","sectionals-sale","12190080893042","12137565192306","MERGE","Sleeper","Memory Foam Full Sleeper","Sectional Configuration","Left Arm Facing Chaise","",""
"6377340423","kahuna-sectional","UPDATE","Kahuna Sectional","Mstar","sectionals-sale","12190080761970","12137565094002","MERGE","Sleeper","Aircoil Full Sleeper","Sectional Configuration","Right Arm Facing Chaise","",""
"6377340423","kahuna-sectional","UPDATE","Kahuna Sectional","Mstar","sectionals-sale","12190080925810","12137565257842","MERGE","Sleeper","Aircoil Full Sleeper","Sectional Configuration","Left Arm Facing Chaise","",""
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916818643","42039951635","MERGE","Material","Microfiber","Color","White","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916818707","42039951699","MERGE","Material","Microfiber","Color","White","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916818899","42039951891","MERGE","Material","Microfiber","Color","Cream","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916818963","42039951955","MERGE","Material","Microfiber","Color","Cream","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916819155","42039952147","MERGE","Material","Microfiber","Color","Gray","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916819219","42039952211","MERGE","Material","Microfiber","Color","Gray","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916819411","42039952403","MERGE","Material","Microfiber","Color","Brown","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916819475","42039952467","MERGE","Material","Microfiber","Color","Brown","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916819731","42039952659","MERGE","Material","Microfiber","Color","Red","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916819795","42039952723","MERGE","Material","Microfiber","Color","Red","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916819987","42039952979","MERGE","Material","Microfiber","Color","Blue","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916820051","42039953043","MERGE","Material","Microfiber","Color","Blue","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916820243","42039953235","MERGE","Material","Microfiber","Color","Black","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916820307","42039953299","MERGE","Material","Microfiber","Color","Black","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916820499","42039953491","MERGE","Material","Cotton","Color","White","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916820563","42039953555","MERGE","Material","Cotton","Color","White","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916820755","42039953747","MERGE","Material","Cotton","Color","Cream","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916820819","42039953875","MERGE","Material","Cotton","Color","Cream","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916821011","42039954067","MERGE","Material","Cotton","Color","Gray","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916821075","42039954131","MERGE","Material","Cotton","Color","Gray","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916821267","42039954323","MERGE","Material","Cotton","Color","Brown","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916821331","42039954387","MERGE","Material","Cotton","Color","Brown","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916821523","42039954579","MERGE","Material","Cotton","Color","Red","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916821587","42039954643","MERGE","Material","Cotton","Color","Red","sleeper","Enso Memory Foam Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916821779","42039954835","MERGE","Material","Cotton","Color","Blue","sleeper","Innerspring Sleeper"
"8281725383","tilly-chair-sleeper","UPDATE","Tilly Chairbed","Klaussner","sofa chairs-sale","30916821843","42039954963","MERGE","Material","Cotton","Color","Blue","sleeper","Enso Memory Foam Sleeper"
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399303","34595725959","MERGE","Material","Microfiber","Color","White","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399367","34595726023","MERGE","Material","Microfiber","Color","Cream","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399431","34595726087","MERGE","Material","Microfiber","Color","Gray","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399495","34595726151","MERGE","Material","Microfiber","Color","Brown","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399559","34595726215","MERGE","Material","Microfiber","Color","Red","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399623","34595726279","MERGE","Material","Microfiber","Color","Blue","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399687","34595726343","MERGE","Material","Microfiber","Color","Black","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399751","34595726407","MERGE","Material","Cotton","Color","White","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399815","34595726471","MERGE","Material","Cotton","Color","Cream","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399879","34595726535","MERGE","Material","Cotton","Color","Gray","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055399943","34595726599","MERGE","Material","Cotton","Color","Brown","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055400007","34595726663","MERGE","Material","Cotton","Color","Red","",""
"8280114311","tilly-chair","UPDATE","Tilly Chair","Klaussner","chairs-sale","24055400071","34595726727","MERGE","Material","Cotton","Color","Blue","",""
"8727362055","georgia-2-piece-sectional","UPDATE","Georgia 2-Piece Sectional","Klaussner","sectionals-sale","24021044999","34560161671","MERGE","Sleeper","Right Arm Facing Chaise","Orientation","No Sleeper","",""
"8727362055","georgia-2-piece-sectional","UPDATE","Georgia 2-Piece Sectional","Klaussner","sectionals-sale","24021045063","34560161735","MERGE","Sleeper","Right Arm Facing Chaise","Orientation","Innerspring Queen Sleeper","",""
"8727362055","georgia-2-piece-sectional","UPDATE","Georgia 2-Piece Sectional","Klaussner","sectionals-sale","24021045127","34560161799","MERGE","Sleeper","Right Arm Facing Chaise","Orientation","Enso Memory Foam Queen Sleeper","",""
"8727362055","georgia-2-piece-sectional","UPDATE","Georgia 2-Piece Sectional","Klaussner","sectionals-sale","24021045191","34560161863","MERGE","Sleeper","Right Arm Facing Chaise","Orientation","Air Coil Queen Sleeper","",""
"8727362055","georgia-2-piece-sectional","UPDATE","Georgia 2-Piece Sectional","Klaussner","sectionals-sale","24021044743","34560161415","MERGE","Sleeper","Left Arm Facing Chaise","Orientation","No Sleeper","",""
"8727362055","georgia-2-piece-sectional","UPDATE","Georgia 2-Piece Sectional","Klaussner","sectionals-sale","24021044807","34560161479","MERGE","Sleeper","Left Arm Facing Chaise","Orientation","Innerspring Queen Sleeper","",""
"8727362055","georgia-2-piece-sectional","UPDATE","Georgia 2-Piece Sectional","Klaussner","sectionals-sale","24021044871","34560161543","MERGE","Sleeper","Left Arm Facing Chaise","Orientation","Enso Memory Foam Queen Sleeper","",""
"8727362055","georgia-2-piece-sectional","UPDATE","Georgia 2-Piece Sectional","Klaussner","sectionals-sale","24021044935","34560161607","MERGE","Sleeper","Left Arm Facing Chaise","Orientation","Air Coil Queen Sleeper","",""
"9666064775","willowton-mirror","UPDATE","Willowton Mirror","Ashley","mirrors-sale","25805183303","36371460679","MERGE","Color","White","","","",""
"9666036359","willowton-dresser","UPDATE","Willowton Dresser","Ashley","dressers-sale","379319615507","390640500755","MERGE","Color","White","","","",""
"9666072199","willowton-chest","UPDATE","Willowton Chest","Ashley","chests-sale","379319582739","390640467987","MERGE","Color","White","","","",""
"9597983815","sydney-2-piece-sectional","UPDATE","Sydney 2 Piece Sectional","Craftmaster","sectionals-sale","24873824775","35432781703","MERGE","Configuration","Left Arm Facing Sofa","","","",""
"9597983815","sydney-2-piece-sectional","UPDATE","Sydney 2 Piece Sectional","Craftmaster","sectionals-sale","24873824839","35432781767","MERGE","Configuration","Right Arm Facing Sofa","","","",""
"9666076679","willowton-nightstand","UPDATE","Willowton Nightstand","Ashley","nightstands-sale","379319549971","390640435219","MERGE","Color","White","","","",""
"9666104775","willowton-panel-bed","UPDATE","Willowton Panel Bed","Ashley","beds-sale","379319418899","390640304147","MERGE","Size","Queen","Color","White","",""
"9666104775","willowton-panel-bed","UPDATE","Willowton Panel Bed","Ashley","beds-sale","12240237101170","12187674214514","MERGE","Size","Twin","Color","White","",""
"9666104775","willowton-panel-bed","UPDATE","Willowton Panel Bed","Ashley","beds-sale","12240237133938","12187674247282","MERGE","Size","Full","Color","White","",""
"9666104775","willowton-panel-bed","UPDATE","Willowton Panel Bed","Ashley","beds-sale","379319451667","390640336915","MERGE","Size","King","Color","White","",""
"9666080199","willowton-sleigh-bed","UPDATE","Willowton Sleigh Bed","Ashley","beds-sale","379319484435","390640369683","MERGE","Size","Queen","Color","White","",""
